 CODIGO; SALDO
507000000000200000;75000
504800000000200000;750000
502800000000200000;200000
500800000000200000;150000
508800000000200000;100000
506800000000200000;300000
504800000000200000;50000
502800000000200000;75000
500800000000200000;75000
508800000000200000;75000
